a cappella,dolce
pierce,ail
piercing,icy
Pierian,epic
pietistic,holy
piety,cant
piffle,bop
piffling,poky
pig in a poke,deal
pigeon toed,bandy
pigeon,cog
pigeonhearted,soft
pigeonhole,eye
pigeonholed,filed
pigeonholing,filing
piggish,avid
piggy bank,bank
pigheaded,set
piglet,cub
pigment,ash
pigtail,bun
pike,pic
piker,bum
pilaster,die
pile drive,dig
pile it on,blow
pile up,bank
pile,bag
pileup,blow
pilfer,and
pilfering,abuse
pilgrim,fare
pilgrimage,run
pill,IUD
pillage,gut
pillaging,raid
pillar of society,VIP
pillar,cup
pillbox,fort
pillhead,head
pillory,gag
pillow,mat
pillowcase,rug
pilose,bushy
pilot,cox
pilotage,fee
pimp,rat
pimping,measly
pimple,dot
pimply,rank
pin down,fix
pin on,tax
pinball,keno
pincers,alum
pinch bar,bar
pinch hit,ghost
pinch hitter,sub
pinch,ace
pinchbeck,tin
pinched,poor
pinching,icy
pindling,poky
pine barrens,bush
pine cone,cop
pinhead,cap
pinhole,eye
pining,low
pinion,arm
pink eye,sty
pink slip,conge
pink,cut
pinko,red
pinnacle,all
pinpoint,dot
pinpointing,lading
pinprick,bit
pins and needles,buzz
pint sized,poky
pintle,hub
pinto,bay
pinup,mug
pinwheel,bat
pioneer,van
pious,good
piousness,cant
pip squeak,elf
pipe dream,moon
pipe roll,list
pipe up,blow
pipe,bay
pipeline,tap
pipes,mate
pipette,let
piping,fat
pippin,ace
piquant,acid
pique,bug
piqued,angry
pirate,sea
pirouette,eddy
piscatory,fishy
piss and vinegar,pep
pissed off,mad
pissed,lit
pistil,calyx
pistol whip,cut
pistol,gat
pit against,face
pitapat,pad
pitch black,jet
pitch in,eat
pitch into,hit
pitch,bob
pitched,lax
pitching,skeet
pitchman,tout
pitchy,jet
piteous,sad
pitfall,gin
pith,hub
pithy,cut
pitiful,sad
pitiless,hard
pitilessness,force
pittance,ace
pitted,pily
pitter patter,pad
pity,rue
pitying,soft
pivot,hip
pivotal,key
pivoting,roll
pixie,Hob
pixieish,fay
pixilated,boozy
pizzazz,pep
pizzeria,cafe
pizzicato,slur
placard,bark
placate,lay
placation,calming
place,eye
placed,set
placement,area
placid,pes
placidly,still
placket,eye
plage,bank
plagiarism,echo
plagiarist,ape
plagiarize,copy
plagiarized,hot
plague,ail
plagued,beset
plaguing,pesky
plain English,candor
plain folks,vulgus
plain speech,clarity
plain spoken,dry
plain,dry
plainclothesman,FBI
plainly,out
plainness,ease
plaint,cry
plaintiff,panel
plaintive,sad
plaintively,ruefully
plait,bun
plaited,knit
plan,aim
plane,cut
planet,Mars
planetarium,OAO
planetary,mazy
plangent,full
planimetry,geodesy
plank,cut
planking,hip
plankton,fry
planless,vague
planned,set
planner,sire
planning,way
plant eater,diner
plant,bed
plantation,pen
planted,set
planter,Bauer
planting,crop
plantlike,herby
plaque,cup
plash,dam
plashy,miry
plasma,gore
plaster,dab
plastered,lit
plastic person,sheep
plastic surgery,surgery
plastic,PVC
plasticity,give
plat,lot
plate,cut
plateau,cut
platform,gym
plating,cut
platinum blond,blond
platitude,tag
platitudinous,set
Platonic love,sex
Platonic,Humean
platoon,lot
platter,card
platypus,ass
plaudit,clap
plausibility,color
plausible,just
play around with,try
play around,eye
play ball,ally
play by ear,fake
play down,lay
play dumb,keep
play havoc with,hex
play off,bout
play on words,fun
play on,use
play out,blow
play safe,save
play the game,behave
play the market,stag
play up to,oil
play with fire,dare
play,act
playa,bank
playacting,gag
playactor,fake
playbill,bill
playbook,cue
playboy,rake
played out,beat
player,end
playful,gay
playfulness,vim
playground,gym
playhouse,club
playing cards,ace
playing field,gym
playing,gag
playmate,ace
playroom,gym
plaything,bat
playwright,farcer
plaza,fair
plea,bid
pleach,mat
plead guilty,own
plead,ask
pleader,coax
pleading,bar
pleasance,park
pleasant,bon
pleasantly,fair
pleasantness,cheer
pleasantry,mot
please,opt
pleased,cozy
pleasing,braw
pleasurable,fair
pleasure principle,ego
pleasure seeker,cutup
pleasure seeking,luxury
pleasure,joy
pleasureless,sad
pleat,cut
pleated,cut
plebeian,low
plebiscite,aye
pledge,bib
pledged,tied
pledget,band
pleiad,hero
Pleiades,NGC
plenary,SRO
plenipotentiary,envoy
plenitude,sea
plenteous,full
plentiful,fat
plenty,due
plenum,air
plethora,full
pleura,hymen
pleurisy,flu
plexiform,lacy
plexus,net
pliability,fear
pliable,apt
pliant,fain
plicate,ply
plight,box
plinth,die
plod,dig
plodder,fag
plodding,dim
plop,pop
plot,art
plotted,set
plotter,rat
plotting,game
plow,cut
plowman,Bauer
ploy,art
pluck,bob
plucky,bold
plug away,dig
plug ugly,gun
plug,bar
plugged,foul
plugging,moil
plum,gem
plumb,bar
plumbing,kit
plume,gem
plummet,bob
plummeting,cut
plump,fat
plunder,gut
plunderer,looter
plundering,raid
plunge into,con
plunge,bet
plunger,stag
plunging,run
plunk,bat
plural,dual
pluralism,more
pluralistic,more
plurality,jam
plus,add
plush,wax
Pluto,Ate
plutocrat,nabob
plywood,cut
pneuma,ego
pneumatic,aery
pneumatics,air
pneumonia,flu
poach,and
poacher,crook
poaching,broil
pock,nap
pocked,dotty
pocket,CAT
pocketbook,bag
pockmark,pit
pockmarked,dotty
pocky,rank
podgy,fat
podiatrist,oculist
podium,dais
poem,ode
poesy,Muse
poetic justice,right
poetic,airy
poetry,Muse
poignancy,pep
poignant,sad
point at,aim
point blank,dead
point of view,eye
point out,fix
point to,aim
point up,star
point,ace
point-blank,flat
pointed,cut
pointedly,amply
pointer,cue
pointless,dry
pointlessly,dryly
pointlessness,pallor
poise,air
poised,calm
poison,DDD
poisoned,bad
poisoner,gun
poisoning,bane
poisonous,bad
poke around,dig
poke,bag
poker face,chill
poker faced,blank
poker,grid
poking,easy
poky,dim
polar,icy
Polaris,orb
polarity,pole
polarization,odds
polarize,face
polarizing,eristic
pole vault,hop
pole,bar
polecat,ape
polemic,war
polemical,eristic
poles apart,many
polestar,hub
police officer,cop
police state,duarchy
police whistle,SOS
police,FBI
policeman,cop
policy,way
polio,flu
polis,ally
polish off,fix
polish,con
polished,easy
polite,fair
politeness,tact
politic,apt
political party,camp
political,civic
politician,pro
politics,civics
polity,men
polka dot,cut
poll,VAT
pollen,milt
polliwog,cub
pollster,asker
pollute,cut
polluted,bad
pollution,air
Pollyanna,hoper
poltergeist,Hob
poltroon,base
polyandry,bigamy
polychromatic,cold
polychrome,shot
polygamy,bigamy
polyglot,atlas
polyhedral,sided
Polyhymnia,Clio
polymer,ion
polymerization,ferment
polymerize,work
polyp,sty
polyphonic prose,epos
polysyllable,term
polytheism,deism
polytheist,deist
pomade,oil
pomander,spray
pommel,cut
pomposity,form
pompous,sure
pond,dam
ponder,jib
ponderous,big
ponderousness,net
pontiff,dean
pontifical,gassy
pontificate,blow
pony,key
pooch,dog
pooh pooh,boo
pool,dam
pooling,duet
poolroom,gym
poop out,fag
pooped,wan
poor devil,bum
poor taste,pop
poor,bad
poorly,sick
pop culture,pop
pop in,call
pop off,die
pop up,hap
popeyed,agog
popeyes,eye
popover,bun
popping,busy
poppycock,bop
populace,men
popular prices,cut price
popular,hip
popularity,sex
popularize,show
populate,camp
population,NGC
populous,firm
porcelain,jug
porch,apse
porcupine,ape
pore over,con
pore,con
pork barrel,bank
pork,ham
pornographic,blue
pornography,dirt
porous,oozy
porpoise,fry
porridge,gel
port,air
portable,handy
portage,fee
portal,door
portend,bode
portent,omen
portentous,bad
porter,Hebe
portfolio,rod
porthole,bay
portico,exit
portion,bag
portly,fat
portmanteau word,pun
portrait,mug
portraitist,painter
portraiture,art
portray,map
portrayal,art
portraying,apish
pose as,act
pose,act
Poseidon,Ate
poser,crux
poseur,ape
posing,face
posit,lay
position paper,say
position,eye
positioned,set
positioning,lading
positive,odd
positively,aye
positivism,Marxism
positivist,ass
positivistic,sane
posse,FBI
possess,get
possessed,mad
possession,tic
possessive,greedy
possibility,odds
possible,odd
possum,ape
post,RFD
postdate,day
postdated,late
posted,set
poster,bill
posterior,aft
posteriority,line
posterity,kin
postern,aft
postgraduate,grad
posthaste,fast
posthumous,late
posting,entry
postmortem,post
postpone,stay
postprandial,dining
postscript,tag
postulant,nun
postulate,law
posture,air
posy,ana
potable,pop
potage,soup
potation,bat
potato,spud
potbellied,fat
potbelly,gut
potency,pep
potent,sex
potentate,king
potential,EMF
potentiality,vim
pothead,head
pother,ado
potholed,rank
potion,bag
potpourri,mix
potshot,cut
potted,lit
potter,toy
pottery,jug
potty,can
pouch,bag
poultice,lay
poultry,hen
pounce upon,hit
pounce,hop
pound away,dig
pound,ail
poundage,net
pounding,beat
pour forth,gab
pour it on,fly
pour,cup
pouring,mazy
pout,bag
poverty stricken,needy
poverty,lack
powder,TNT
powdered,fine
powdery,fine
power elite,VIP
power of attorney,care
power plant,mill
power reactor,pile
power structure,vim
power,VIP
powerful,acid
powerfully,just
powerhouse,doer
powerless,dull
powers that be,VIP
practicability,use
practicable,handy
practical joker,elf
practical,old
practicality,use
practically,say
practice,act
practiced,old
practicing,true
practised,able
practitioner,doer
pragmatic,cool
pragmatical,cool
pragmatism,trial
prairie,lea
praise,oil
prana,jiva
prance,bob
prancing,hopping
prandial,dining
prank,deck
prankish,arch
prankster,elf
prat,ass
prate,gab
pratfall,boot
prattle,gab
prattler,jay
prawn,clam
praxis,act
pray,ask
prayer book,book
prayer,Ave
prayerful,holy
preach,move
preacher,clerk
preaching,homily
preachy,moral
preamble,leap
prearrange,fix
prearranged,set
prearrangement,way
precarious,iffy
precative,devout
precaution,care
precautionary,prodromal
precede,lap
precedence,van
precedent,doom
preceding,ere
precept,ana
preceptive,rubric
precinct,gym
precincts,area
preciosity,purism
precious stone,fob
precious,hon
precipice,pic
precipitant,mad
precipitate,ash
precipitation,ash
precipitous,mad
precis,head
precise,even
precisely,aye
precisian,exact
precision,care
preclude,ban
precluding,bar
preclusive,narrow
precocious,soon
precognition,grip
precognitive,ready
preconceived,biased
preconception,bent
preconscious,ego
preconsideration,caution
precursor,van
precursory,chief
predacious,dining
predate,date
predatory,grabby
predecessor,guide
predestination,lot
predestined,sure
predetermination,fate
predetermine,fate
predetermined,sure
predicament,box
predicate,put
predicated,sworn
predication,say
predict,bet
predictability,firmness
predictable,apt
predicted,fatal
prediction,cast
predictive,mantic
predictor,seer
predilection,bag
predispose,bend
predisposed,apt
predisposition,bag
predominance,say
predominant,arch
predominantly,even
predominate,cap
predominating,rife
preeminence,lead
preeminent,top
preeminently,amply
preempt,hog
preemption,indent
preen,deck
prefabricate,cast
prefabricated,cast
prefabrication,pile
preface,lap
prefatory,chief
prefect,dean
prefecture,papacy
prefer charges,tax
prefer,put
preference,bag
preferment,lift
prefiguration,omen
prefigurative,mantic
prefigure,let
prefix,add
pregnable,weak
pregnancy,birth
pregnant,big
preheat,hot
prehensile,aware
prehension,coup
prehistoric man,ancient
prehistoric,old
prejudgment,bent
prejudice,bag
prejudiced,biased
prejudicial,bad
prelapsarian,clear
prelate,dean
preliminary,leap
prelude,leap
preludial,chief
premature,late
prematurity,rush
premeditate,fix
premeditated,fixed
premeditation,setup
premier,top
premiere,bill
premise,clue
premises,area
premium,cut
premonition,ESP
premonitory,augural
prenatal,ur
preoccupation,tic
preoccupied,deaf
preoccupy,hog
prep,fix
preparation,balm
preparatory school,high
preparatory,basic
prepare,arm
prepared,set
preparedness,TLC
preponderance,say
preponderant,arch
preponderate,cap
preposition,adverb
prepositional,case
prepossess,hog
prepossessed,held
prepossessing,siren
prepossession,bag
preposterous,mad
prepotency,vim
prepotent,boss
preprandial,dining
prepublication,preview
prerequisite,must
prerogative,due
presage,bode
presaged,augured
presbytery,apse
preschooler,babe
prescribe,fix
prescribed,set
prescript,act
prescription,act
prescriptive,set
presence,air
present day,mod
present,aid
presentable,fit
presentation,bid
presentiment,omen
presently,now
presentment,art
preservation,eye
preservative,salt
preserve,can
preserved,held
preshrunk,sear
preside,run
presidency,say
president,dean
press agent,cry
press charges,tax
press notice,cry
press on,fly
press,UPI
pressing,loud
pressure group,VIP
pressure,bug
prestidigitation,show
prestidigitator,artist
prestige,awe
prestigious,rare
presto,rag
presumable,apt
presumably,quasi
presume upon,use
presume,let
presumed,due
presumption,eye
presumptive,apt
presumptuous,gay
presuppose,let
presupposed,meant
presupposition,act
pretence,airs
pretend,act
pretended,tin
pretender,fake
pretense,air
pretension,due
pretentious,big
preternatural,fey
preternaturalism,elfdom
pretext,avow
pretreat,fix
prettify,deck
pretty up,adorn
pretty,die
prevail upon,con
prevail,cap
prevailing,ado
prevalence,run
prevalent,ado
prevaricate,fib
prevarication,fib
prevaricator,liar
prevent,ban
prevention,ban
preventive,pad
preview,3-D
previous,old
previously,ere
prey,aim
Priapus,Pan
price cut,cut
price support,TLC
price tag,tab
price,fee
priceless,dear
pricey,top
prick,ail
prickle,bit
prickly heat,acne
prickly,edgy
pride,gam
prideful,erect
priest,nun
priesthood,call
prig,cop
priggish,prig
prima ballerina,diva
prima donna,alto
prima facie,as seen
primacy,say
primal,gut
primarily,even
primary,gut
primate,ape
prime mover,coax
prime of life,bloom
prime,dab
primed,set
primer,cap
primeval,old
priming,cap
primitive,gut
primness,form
primogeniture,age
primordial,basal
primp,deck
primrose path,run
primrose,fat
prince,gem
princely,big
princess,rani
principal,ace
principality,ally
principally,mainly
principle,bed
principled,fair
principles,code
print,bed
printed circuit,leg
printed matter,copy
printed,cut
printer,devil
printing equipment,bed
printing,art
printmaking,onset
printout,copy
prior,old
priority,lap
prism,lens
prismatic,cold
prison,can
prisonbreak,leak
prisoner,POW
prissy,soft
pristine,new
prittle prattle,gab
privacy,den
private parts,bag
private,own
privateer,tar
privately,apart
privation,cost
privilege,boon
privileged,rich
privy council,diet
privy,bog
prize,aim
prized,pet
prizefighter,pug
pro and con,argue
pro rata,half
probability,hap
probable,apt
probably,anon
probate,back
probation,try
probationary,test
probationer,LPN
probe,ATS
probing,nosy
probity,honor
problem,ado
problematic,iffy
problematical,iffy
proboscis,neb
procedure,SOP
proceed,act
proceeding,act
proceedings,acta
proceeds,get
process,act
processed,cast
processing,prep
procession,run
processional,pax
proclaim,bid
proclamation,law
proclivity,bag
proconsul,beg
procrastinate,cut
procrastinating,lax
procrastination,lag
procrastinative,lax
procrastinator,slug
procreate,get
procreation,ass
procreative,sex
procrustean,dour
proctor,boss
procurator,vice
procure,bag
procurement,making
procurer,bawd
prod,cue
prodigal son,waster
prodigal,fat
prodigality,evil
prodigious,epic
prodigiousness,bulk
prodigy,ace
produce,act
producer,doer
product,sum
production line,mill
production,act
productive,fat
productiveness,vim
productivity,vim
profanation,pity
profane,bad
profanity,filth
profess,act
professed,sworn
profession,art
professional,apt
professorial,owlish
proffer,bid
proffered,free
proficiency,wit
proficient,ace
profile,hip
profit by,cash in
profit sharing,kibbutz
profit,aid
profitable,bon
profiteer,clip
profligacy,sin
profligate,gay
profound,deep
profundity,abyss
profuse,fat
profusely,amply
profusion,lot
progenitor,guide
progeny,fry
prognosis,cast
prognostic,omen
prognosticate,bet
prognosticator,seer
program,way
programme,book
programmer,AFTRA
progress,ebb
progressing,going
progression,hum
progressive,mod
progressivism,left
prohibit,ban
prohibited,taboo
prohibition,ban
prohibitive,dear
project,aim
projected,set
projectile,ball
projecting,bold
projection,art
projector,Mark
proletarian,hand
proletariat,vulgus
proliferate,get
proliferation,boom
prolific,lush
prolix,dry
prolixity,fat
prologue,act
prolong,draw
prolongation,run
prolonged,long
prom,bal
promenade,bal
prominence,tor
prominent,airy
prominently,amply
promiscuity,upset
promiscuous,lax
promise,vow
promised land,Eden
promised,due
promising,apt
promissory note,IOU
promontory,beak
promote,aid
promoter,fan
promotion,way
prompt,apt
prompter,cue
prompting,cue
promptly,PDQ
promptness,aye
promulgate,bid
prone,apt
prong,fan
pronged,acute
pronounce,bid
pronounced,bold
pronouncement,law
pronto,PDQ
proof,gen
prop,arm
propagate,get
propagation,book
propane,gas
propel,row
propellant,fan
propelling,bunt
propensity,set
proper thing,use
proper,apt
properly,sic
propertied,having
property,cut
prophecy,cast
prophesied,fatal
prophesy,bode
prophet of doom,seer
prophet,seer
prophetic,Gospel
prophylactic,IUD
prophylaxis,hygiene
propinquity,tie
propitiate,lay
propitiation,amends
propitiatory,godly
propitious,fit
proponent,backer
proportion,bit
proportional representation,aye
proportional,3-D
proportionate,due
proportionately,evenly
proposal,aim
propose,aim
proposed,aimed
proposition,law
propound,put
proprietary,balm
proprieties,mores
proprietor,lord
propriety,ease
propulsion,bunt
prorate,ask
prosaic,dry
prosaicism,tag
proscenium,lap
proscribe,ban
proscription,ban
prose,rap
prosecute,dog
prosecution,case
prosecutor,SSC
proselyte,saint
prosody,beat
prospect,eye
prospective,due
prospectus,aim
prosper,gain
prosperity,low
prosperous,fat
prosthetics,surgery
prostitute,pro
prostitution,vice
prostrate,fag
prostration,bob
prosy,dry
protagonist,bit
protean,fluid
protect,aid
protected,kept
protection racket,Mafia
protection,aid
protective coloration,mask
protective,saving
